user_id;age;gender;occupation;zip_code;test_score
276;21;M;student;95064;185
277;35;F;administrator;55406;107
278;37;F;librarian;30033;59
279;33;M;programmer;85251;165
280;30;F;librarian;22903;45
281;15;F;student;6059;15
282;22;M;administrator;20057;41
283;28;M;programmer;55305;107
284;40;M;executive;92629;179
285;25;M;programmer;53713;105
286;27;M;student;15217;31
287;21;M;salesman;31211;63
288;34;M;marketing;23226;47
289;11;M;none;94619;185
290;40;M;engineer;93550;183
291;19;M;student;44106;87
292;35;F;programmer;94703;185
293;24;M;writer;60804;119
294;34;M;technician;92110;179
295;31;M;educator;50325;99
296;43;F;administrator;16803;33
297;29;F;educator;98103;189
298;44;M;executive;1581;5
299;29;M;Doctor;63108;123
300;26;F;programmer;55106;107
301;24;M;Student;55439;107
302;42;M;educator;77904;151
303;19;M;student;14853;31
304;22;F;student;71701;139
305;23;M;programmer;94086;183
306;45;M;other;73132;143
307;25;M;student;55454;269
308;60;M;retired;95076;459
309;40;M;scientist;70802;343
310;37;M;educator;91711;441
311;32;M;technician;73071;353
312;48;M;other;2110;11
313;41;M;marketing;60035;291
314;20;F;student;8043;41
315;31;M;educator;18301;91
316;43;F;other;77009;371
317;22;M;administrator;13210;65
318;65;M;retired;6518;33
319;38;M;programmer;22030;107
320;19;M;student;24060;117
321;49;F;educator;55413;269
322;20;M;student;50613;245
323;21;M;student;19149;93
324;21;F;student;2176;11
325;48;M;technician;2139;11
326;41;M;administrator;15235;75
327;22;M;student;11101;55
328;51;M;administrator;6779;35
329;48;M;educator;1720;9
330;35;F;educator;33884;165
331;33;M;entertainment;91344;441
332;20;M;student;40504;197
333;47;M;other;4566;23
334;32;M;librarian;30002;147
335;45;M;executive;33775;165
336;23;M;salesman;42101;203
337;37;M;scientist;10522;53
338;39;F;librarian;59717;287
339;35;M;lawyer;37901;185
340;46;M;engineer;80123;387
341;17;F;student;44405;215
342;25;F;other;98006;473
343;43;M;engineer;30093;147
344;30;F;librarian;94117;453
345;28;F;librarian;94143;453
346;34;M;other;76059;367
347;18;M;student;90210;435
348;24;F;student;45660;221
349;68;M;retired;61455;297
350;32;M;student;97301;471
351;61;M;educator;49938;243
352;37;F;programmer;55105;267
353;25;M;scientist;28480;139
354;29;F;librarian;48197;233
355;25;M;student;60135;291
356;32;F;homemaker;92688;447
357;26;M;executive;98133;473
358;40;M;educator;10022;51
359;22;M;student;61801;299
360;51;M;other;98027;473
361;22;M;student;44074;213
362;35;F;homemaker;85233;411
363;20;M;student;87501;423
364;63;M;engineer;1810;11
365;29;M;lawyer;20009;99
366;20;F;student;50670;245
367;17;M;student;37411;183
368;18;M;student;92113;443
369;24;M;student;91335;441
370;52;M;writer;8534;43
371;36;M;engineer;99206;477
372;25;F;student;66046;319
373;24;F;other;55116;267
374;36;M;executive;78746;379
375;17;M;entertainment;37777;185
376;28;F;other;10010;51
377;22;M;student;18015;89
378;35;M;student;2859;17
379;44;M;programmer;98117;473
380;32;M;engineer;55117;267
381;33;M;artist;94608;455
382;45;M;engineer;1824;11
383;42;M;administrator;75204;363
384;52;M;programmer;45218;219
385;36;M;writer;10003;51
386;36;M;salesman;43221;209
387;33;M;entertainment;37412;183
388;31;M;other;36106;175
389;44;F;writer;83702;403
390;42;F;writer;85016;411
391;23;M;student;84604;407
392;52;M;writer;59801;291
393;19;M;student;83686;403
394;25;M;administrator;96819;467
395;43;M;other;44092;213
396;57;M;engineer;94551;455
397;17;M;student;27514;135
398;40;M;other;60008;291
399;25;M;other;92374;447
400;33;F;administrator;78213;377
401;46;F;healthcare;84107;405
402;30;M;engineer;95129;459
403;37;M;other;6811;35
404;29;F;programmer;55108;267
405;22;F;healthcare;10019;51
406;52;M;educator;93109;449
407;29;M;engineer;3261;19
408;23;M;student;61755;299
409;48;M;administrator;98225;473
410;30;F;artist;94025;453
411;34;M;educator;44691;215
412;25;M;educator;15222;75
413;55;M;educator;78212;377
414;24;M;programmer;38115;185
415;39;M;educator;85711;413
416;20;F;student;92626;447
417;27;F;other;48103;233
418;55;F;none;21206;103
419;37;M;lawyer;43215;209
420;53;M;educator;2140;11
421;38;F;programmer;55105;267
422;26;M;entertainment;94533;455
423;64;M;other;91606;441
424;36;F;marketing;55422;269
425;19;M;student;58644;283
426;55;M;educator;1602;9
427;51;M;doctor;85258;413
428;28;M;student;55414;269
429;27;M;student;29205;141
430;38;M;scientist;98199;473
431;24;M;marketing;92629;447
432;22;M;entertainment;50311;245
433;27;M;artist;11211;55
434;16;F;student;49705;239
435;24;M;engineer;60007;291
436;30;F;administrator;17345;87
437;27;F;other;20009;99
438;51;F;administrator;43204;209
439;23;F;administrator;20817;103
440;30;M;other;48076;233
441;50;M;technician;55013;267
442;22;M;student;85282;413
443;35;M;salesman;33308;163
444;51;F;lawyer;53202;257
445;21;M;writer;92653;447
446;57;M;educator;60201;291
447;30;M;administrator;55113;267
448;23;M;entertainment;10021;51
449;23;M;librarian;55021;267
450;35;F;educator;11758;59
451;16;M;student;48446;235
452;35;M;administrator;28018;137
453;18;M;student;6333;33
454;57;M;other;97330;471
455;48;M;administrator;83709;403
456;24;M;technician;31820;155
457;33;F;salesman;30011;147
458;47;M;technician;3435;19
459;22;M;student;29201;141
460;44;F;other;60630;293
461;15;M;student;98102;473
462;19;F;student;2918;17
463;48;F;healthcare;75218;363
464;60;M;writer;94583;455
465;32;M;other;5001;27
466;22;M;student;90804;439
467;29;M;engineer;91201;439
468;28;M;engineer;2341;15
469;60;M;educator;78628;379
470;24;M;programmer;10021;51
471;10;M;student;77459;375
472;24;M;student;87544;423
473;29;M;student;94708;455
474;51;M;executive;93711;451
475;30;M;programmer;75230;363
476;28;M;student;60440;293
477;23;F;student;2125;11
478;29;M;other;10019;51
479;30;M;educator;55409;269
480;57;M;retired;98257;475
481;73;M;retired;37771;185
482;18;F;student;40256;197
483;29;M;scientist;43212;209
484;27;M;student;21208;103
485;44;F;educator;95821;463
486;39;M;educator;93101;449
487;22;M;engineer;92121;443
488;48;M;technician;21012;103
489;55;M;other;45218;219
490;29;F;artist;23244;113
491;43;F;writer;53711;259
492;57;M;educator;94618;455
493;22;M;engineer;60090;291
494;38;F;administrator;49428;239
495;29;M;engineer;3052;17
496;21;F;student;55414;269
497;20;M;student;50112;1445
498;26;M;writer;55408;1599
499;42;M;programmer;75006;2701
500;28;M;administrator;94305;3395
501;22;M;student;10025;291
502;22;M;student;23092;667
503;50;F;writer;27514;795
504;40;F;writer;92115;3317
505;27;F;other;20657;597
506;46;M;programmer;3869;113
507;18;F;writer;28450;821
508;27;M;marketing;19382;561
509;23;M;administrator;10011;291
510;34;M;other;98038;3531
511;22;M;student;21250;615
512;29;M;other;20090;581
513;43;M;administrator;26241;759
514;27;M;programmer;20707;597
515;53;M;marketing;49508;1427
516;53;F;librarian;10021;291
517;24;M;student;55454;1599
518;49;F;writer;99709;3591
519;22;M;other;55320;1595
520;62;M;healthcare;12603;365
521;19;M;student;2146;65
522;36;M;engineer;55443;1599
523;50;F;administrator;4102;119
524;56;M;educator;2159;65
525;27;F;administrator;19711;571
526;30;M;marketing;97124;3497
527;33;M;librarian;12180;353
528;18;M;student;55104;1589
529;47;F;administrator;44224;1277
530;29;M;engineer;94040;3387
531;30;F;salesman;97408;3507
532;20;M;student;92705;3339
533;43;M;librarian;2324;69
534;20;M;student;5464;161
535;45;F;educator;80302;2891
536;38;M;engineer;30078;869
537;36;M;engineer;22902;663
538;31;M;scientist;21010;607
539;53;F;administrator;80303;2891
540;28;M;engineer;91201;3285
541;19;F;student;84302;3035
542;21;M;student;60515;1745
543;33;M;scientist;95123;93
544;44;F;other;29464;31
545;27;M;technician;8052;9
546;36;M;executive;22911;23
547;50;M;educator;14534;17
548;51;M;writer;95468;93
549;42;M;scientist;45680;45
550;16;F;student;95453;93
551;25;M;programmer;55414;55
552;45;M;other;68147;67
553;58;M;educator;62901;63
554;32;M;scientist;62901;63
555;29;F;educator;23227;23
556;35;F;educator;30606;31
557;30;F;writer;11217;11
558;56;F;writer;63132;63
559;69;M;executive;10022;11
560;32;M;student;10003;11
561;23;M;engineer;60005;59
562;54;F;administrator;20879;21
563;39;F;librarian;32707;33
564;65;M;retired;94591;93
565;40;M;student;55422;55
566;20;M;student;14627;17
567;24;M;entertainment;10003;11
568;39;M;educator;1915;5
569;34;M;educator;91903;91
570;26;M;educator;14627;17
571;34;M;artist;1945;5
572;51;M;educator;20003;21
573;68;M;retired;48911;51
574;56;M;educator;53188;53
575;33;M;marketing;46032;45
576;48;M;executive;98281;95
577;36;F;student;77845;77
578;31;M;administrator;34359;35
579;32;M;educator;48103;47
580;16;M;student;17961;19
581;37;M;other;94131;93
582;17;M;student;93003;91
583;44;M;engineer;29631;31
584;25;M;student;27511;29
585;69;M;librarian;98501;95
586;20;M;student;79508;79
587;26;M;other;14216;17
588;18;F;student;93063;91
589;21;M;lawyer;90034;89
590;50;M;educator;82435;81
591;57;F;librarian;92093;91
592;18;M;student;97520;95
593;31;F;educator;68767;69
594;46;M;educator;7899;9
595;25;M;programmer;31909;33
596;20;M;artist;77073;77
597;23;M;other;84116;83
598;40;F;marketing;43085;43
599;22;F;student;9887;11
600;34;M;programmer;2320;5
601;19;F;artist;99687;99
602;47;F;other;34656;35
603;21;M;programmer;47905;47
604;39;M;educator;11787;15
605;33;M;engineer;33716;33
606;28;M;programmer;63044;63
607;49;F;healthcare;2154;5
608;22;M;other;10003;11
609;13;F;student;55106;55
610;22;M;student;21227;21
611;46;M;librarian;77008;77
612;36;M;educator;79070;79
613;37;F;marketing;29678;31
614;54;M;educator;80227;79
615;38;M;educator;27705;29
616;55;M;scientist;50613;51
617;27;F;writer;11201;11
618;15;F;student;44212;45
619;17;M;student;44134;45
620;18;F;writer;81648;81
621;17;M;student;60402;59
622;25;M;programmer;14850;17
623;50;F;educator;60187;59
624;19;M;student;30067;31
625;27;M;programmer;20723;21
626;23;M;scientist;19807;21
627;24;M;engineer;8034;9
628;13;M;none;94306;93
629;46;F;other;44224;45
630;26;F;healthcare;55408;55
631;18;F;student;38866;41
632;18;M;student;55454;55
633;35;M;programmer;55414;55
634;39;M;engineer;2345;5
635;22;M;other;23237;23
636;47;M;educator;48043;47
637;30;M;other;74101;75
638;45;M;engineer;1940;5
639;42;F;librarian;12065;15
640;20;M;student;61801;63
641;24;M;student;60626;59
642;18;F;student;95521;93
643;39;M;scientist;55122;55
644;51;M;retired;63645;63
645;27;M;programmer;53211;53
646;17;F;student;51250;51
647;40;M;educator;45810;45
648;43;M;engineer;91351;91
649;20;M;student;39762;41
650;42;M;engineer;83814;83
651;65;M;retired;2903;5
652;35;M;other;22911;23
653;31;M;executive;55105;55
654;27;F;student;78739;77
655;50;F;healthcare;60657;59
656;48;M;educator;10314;11
657;26;F;none;78704;77
658;33;M;programmer;92626;91
659;31;M;educator;54248;55
660;26;M;student;77380;77
661;28;M;programmer;98121;95
662;55;M;librarian;19102;21
663;26;M;other;19341;21
664;30;M;engineer;94115;93
665;25;M;administrator;55412;55
666;44;M;administrator;61820;63
667;35;M;librarian;1970;5
668;29;F;writer;10016;11
669;37;M;other;20009;21
670;30;M;technician;21114;21
671;21;M;programmer;91919;91
672;54;F;administrator;90095;89
673;51;M;educator;22906;23
674;13;F;student;55337;55
675;34;M;other;28814;31
676;30;M;programmer;32712;33
677;20;M;other;99835;99
678;50;M;educator;61462;63
679;20;F;student;54302;55
680;33;M;lawyer;90405;89
681;44;F;marketing;97208;95
682;23;M;programmer;55128;55
683;42;M;librarian;23509;23
684;28;M;student;55414;55
685;32;F;librarian;55409;55
686;32;M;educator;26506;29
687;31;F;healthcare;27713;29
688;37;F;administrator;60476;59
689;25;M;other;45439;45
690;35;M;salesman;63304;63
691;34;M;educator;60089;59
692;34;M;engineer;18053;19
693;43;F;healthcare;85210;83
694;60;M;programmer;6365;9
695;26;M;writer;38115;39
696;55;M;other;94920;93
697;25;M;other;77042;77
698;28;F;programmer;6906;9
699;44;M;other;96754;95
700;17;M;student;76309;77
701;51;F;librarian;56321;57
702;37;M;other;89104;89
703;26;M;educator;49512;51
704;51;F;librarian;91105;89
705;21;F;student;54494;55
706;23;M;student;55454;55
707;56;F;librarian;19146;21
708;26;F;homemaker;96349;95
709;21;M;other;11000;11
710;19;M;student;92020;91
711;22;F;student;15203;17
712;22;F;student;54901;55
713;42;F;other;7204;141
714;26;M;engineer;55343;1065
715;21;M;technician;91206;1755
716;36;F;administrator;44265;851
717;24;M;technician;84105;1617
718;42;M;technician;64118;1233
719;37;F;other;12000;233
720;49;F;administrator;16506;319
721;24;F;entertainment;11238;219
722;50;F;homemaker;17331;335
723;26;M;executive;94403;1815
724;31;M;executive;40243;775
725;21;M;student;91711;1763
726;25;F;administrator;80538;1547
727;25;M;student;78741;1515
728;58;M;executive;94306;1811
729;19;M;student;56567;1089
730;31;F;scientist;32114;619
731;41;F;educator;70403;1353
732;28;F;other;98405;1891
733;44;F;other;60630;1167
734;25;F;other;63108;1215
735;29;F;healthcare;85719;1649
736;48;F;writer;94618;1819
737;30;M;programmer;98072;1887
738;35;M;technician;95403;1833
739;35;M;technician;73162;1407
740;25;F;educator;22206;429
741;25;M;writer;63108;1215
742;35;M;student;29210;563
743;31;M;programmer;92660;1781
744;35;M;marketing;47024;905
745;42;M;writer;55113;1061
746;25;M;engineer;19047;367
747;19;M;other;93612;1799
748;28;M;administrator;94720;1821
749;33;M;other;80919;1555
750;28;M;administrator;32303;621
751;24;F;other;90034;1731
752;60;M;retired;21201;411
753;56;M;salesman;91206;1755
754;59;F;librarian;62901;1209
755;44;F;educator;97007;1865
756;30;F;none;90247;1735
757;26;M;student;55104;1061
758;27;M;student;53706;1035
759;20;F;student;68503;1317
760;35;F;other;14211;275
761;17;M;student;97302;1869
762;32;M;administrator;95050;1827
763;27;M;scientist;2113;43
764;27;F;educator;62903;1209
765;31;M;student;33066;639
766;42;M;other;10960;213
767;70;M;engineer;0;3
768;29;M;administrator;12866;249
769;39;M;executive;6927;135
770;28;M;student;14216;275
771;26;M;student;15232;295
772;50;M;writer;27105;523
773;20;M;student;55414;1065
774;30;M;student;80027;1539
775;46;M;executive;90036;1731
776;30;M;librarian;51157;983
777;63;M;programmer;1810;35
778;34;M;student;1960;41
779;31;M;student;5678;111
780;49;M;programmer;94560;1817
781;20;M;student;48825;941
782;21;F;artist;33205;641
783;30;M;marketing;77081;1483
784;47;M;administrator;91040;1749
785;32;M;engineer;23322;451
786;36;F;engineer;1754;35
787;18;F;student;98620;1895
788;51;M;administrator;5779;113
789;29;M;other;55420;1065
790;27;M;technician;80913;1555
791;31;M;educator;20064;389
792;40;M;programmer;12205;237
793;22;M;student;85281;1639
794;32;M;educator;57197;1101
795;30;M;programmer;8610;167
796;32;F;writer;33755;651
797;44;F;other;62522;1203
798;40;F;writer;64131;1233
799;49;F;administrator;19716;381
800;25;M;programmer;55337;1065
801;22;M;writer;92154;1771
802;35;M;administrator;34105;657
803;70;M;administrator;78212;1505
804;39;M;educator;61820;1191
805;27;F;other;20009;387
806;27;M;marketing;11217;219
807;41;F;healthcare;93555;1797
808;45;M;salesman;90016;1731
809;50;F;marketing;30803;593
810;55;F;other;80526;1547
811;40;F;educator;73013;1403
812;22;M;technician;76234;1467
813;14;F;student;2136;43
814;30;M;other;12345;239
815;32;M;other;28806;555
816;34;M;other;20755;401
817;19;M;student;60152;1157
818;28;M;librarian;27514;531
819;59;M;administrator;40205;775
820;22;M;student;37725;727
821;37;M;engineer;77845;1497
822;29;F;librarian;53144;1023
823;27;M;artist;50322;969
824;31;M;other;15017;291
825;44;M;engineer;5452;107
826;28;M;artist;77048;1481
827;23;F;engineer;80228;1543
828;28;M;librarian;85282;1639
829;48;M;writer;80209;1543
830;46;M;programmer;53066;1023
831;21;M;other;33765;651
832;24;M;technician;77042;1481
833;34;M;writer;90019;1731
834;26;M;other;64153;1233
835;44;F;executive;11577;225
836;44;M;artist;10018;195
837;36;F;artist;55409;1065
838;23;M;student;1375;29
839;38;F;entertainment;90814;1747
840;39;M;artist;55406;1065
841;45;M;doctor;47401;911
842;40;M;writer;93055;1787
843;35;M;librarian;44212;851
844;22;M;engineer;95662;1839
845;64;M;doctor;97405;1871
846;27;M;lawyer;47130;907
847;29;M;student;55417;1065
848;46;M;engineer;2146;43
849;15;F;student;25652;495
850;34;M;technician;78390;1507
851;18;M;other;29646;571
852;46;M;administrator;94086;1809
853;49;M;writer;40515;779
854;29;F;student;55408;1065
855;53;M;librarian;4988;99
856;43;F;marketing;97215;1869
857;35;F;administrator;225667;5417
858;63;M;educator;9645;187
859;18;F;other;6492;127
860;70;F;retired;48322;931
861;38;F;student;14085;273
862;25;M;executive;13820;269
863;17;M;student;60089;1157
864;27;M;programmer;63021;1211
865;25;M;artist;11231;219
866;45;M;other;60302;1159
867;24;M;scientist;92507;1779
868;21;M;programmer;55303;1063
869;30;M;student;10025;195
870;22;M;student;65203;1255
871;31;M;executive;44648;859
872;19;F;student;74078;1425
873;48;F;administrator;33763;651
874;36;M;scientist;37076;715
875;24;F;student;35802;689
876;41;M;other;20902;403
877;30;M;other;77504;1491
878;50;F;educator;98027;1883
879;33;F;administrator;55337;1065
880;13;M;student;83702;1611
881;39;M;marketing;43017;827
882;35;M;engineer;40503;779
883;49;M;librarian;50266;967
884;44;M;engineer;55337;1065
885;30;F;other;95316;1833
886;20;M;student;61820;1191
887;14;F;student;27249;525
888;41;M;scientist;17036;329
889;24;M;technician;78704;1515
890;32;M;student;97301;1869
891;51;F;administrator;3062;59
892;36;M;other;45243;871
893;25;M;student;95823;1843
894;47;M;educator;74075;1425
895;31;F;librarian;32301;621
896;28;M;writer;91505;1759
897;30;M;other;33484;645
898;23;M;homemaker;61755;1187
899;32;M;other;55116;1061
900;60;M;retired;18505;357
901;38;M;executive;4599;91
902;45;F;artist;97203;1869
903;28;M;educator;20850;403
904;17;F;student;61073;101
905;27;M;other;30350;51
906;45;M;librarian;70124;115
907;25;F;other;80526;131
908;44;F;librarian;68504;113
909;50;F;educator;53171;87
910;28;M;healthcare;29301;51
911;37;F;writer;53210;87
912;51;M;other;6512;11
913;27;M;student;76201;125
914;44;F;other;8105;15
915;50;M;entertainment;60614;99
916;27;M;engineer;2763;7
917;22;F;student;20006;33
918;40;M;scientist;70116;115
919;25;M;other;14216;23
920;30;F;artist;90008;147
921;20;F;student;98801;161
922;29;F;administrator;21114;35
923;21;M;student;9736;17
924;29;M;other;11753;21
925;18;F;salesman;49036;81
926;49;M;entertainment;1701;5
927;23;M;programmer;55428;91
928;21;M;student;55408;91
929;44;M;scientist;53711;89
930;28;F;scientist;7310;15
931;60;M;educator;33556;55
932;58;M;educator;6437;11
933;28;M;student;48105;79
934;61;M;engineer;22902;39
935;42;M;doctor;66221;107
936;24;M;other;32789;55
937;48;M;educator;98072;159
938;38;F;technician;55038;91
939;26;F;student;33319;55
940;32;M;administrator;2215;5
941;20;M;student;97229;159
942;48;F;librarian;78209;1807
943;22;M;student;77841;127
